item_id,tier,source,source_note,name,icon,slot,armor_type,hand_type,weapon_type,ranged_weapon_type,set_name,class_allowlist,has_effect,sockets,socket_bonus,weapon_min,weapon_max,weapon_speed,url,strength,agility,stamina,intellect,healing_power,spell_damage,arcane_damage,fire_damage,frost_damage,holy_damage,nature_damage,shadow_damage,spell_hit,spell_crit,spell_haste,spell_pen,spirit,attack_power,ranged_attack_power,feral_attack_power,melee_hit,melee_crit,melee_haste,armor_pen,expertise,defense,block_rating,block_value,dodge,parry,resilience,armor,bonus_armor
31417,,drop,,Staff of the Ashtongue Deathsworn,inv_staff_33,Weapon,,Two Hand,Staff,,,,,,,163,293,3.7,https://www.wowhead.com/tbc/item=31417,,,27,45,194,65,,,,,,,,,,,25,,,,,,,,,,,,,,,,
31492,,drop,,Claw of the Netherwing Flight,inv_weapon_shortblade_38,Weapon,,One Hand,Dagger,,,,,,,83,156,1.8,https://www.wowhead.com/tbc/item=31492,,15,,,,,,,,,,,,,,,,30,30,,15,,,,15,,,,,,,,
31493,,drop,,Netherwing Spiritualist's Charm,inv_offhand_draenei_a_01,Weapon,,Off Hand,Off Hand,,,,,,,,,,https://www.wowhead.com/tbc/item=31493,,,,15,33,11,,,,,,,,,,,15,,,,,,,,,,,,,,,,
31494,,drop,,Netherwing Sorceror's Charm,inv_offhand_blood_01,Weapon,,Off Hand,Off Hand,,,,,,,,,,https://www.wowhead.com/tbc/item=31494,,,,15,18,18,,,,,,,,15,,,,,,,,,,,,,,,,,,,
31544,,drop,,Clefthoof Hide Leggings,inv_pants_14,Legs,Leather,,,,,,,,,,,,https://www.wowhead.com/tbc/item=31544,30,30,24,,,,,,,,,,,,,,,,,,17,,,,18,,,,,,,243,
31617,,drop,,Ancient Draenei War Talisman,inv_jewelry_talisman_14,Trinket,,,,,,,yes,,,,,,https://www.wowhead.com/tbc/item=31617,,,,,,,,,,,,,,,,,,,,,,21,,,,,,,,,,,
31691,,drop,,Natasha's Guardian Cord,inv_jewelry_necklace_31,Neck,,,,,,,,,,,,,https://www.wowhead.com/tbc/item=31691,,,,10,55,19,,,,,,,,,,,,,,,,,,,,,,,,,,,
31692,,drop,,Natasha's Ember Necklace,inv_jewelry_necklace_35,Neck,,,,,,,,,,,,,https://www.wowhead.com/tbc/item=31692,,,,15,29,29,,,,,,,,10,,,,,,,,,,,,,,,,,,,
31695,,drop,,Natasha's Choker,inv_jewelry_necklace_34,Neck,,,,,,,,,,,,,https://www.wowhead.com/tbc/item=31695,,,,,,,,,,,,,,,,,,50,50,,10,15,,,,,,,,,,,
31856,,drop,,Darkmoon Card: Crusade,inv_misc_ticket_tarot_crusade,Trinket,,,,,,,yes,,,,,,https://www.wowhead.com/tbc/item=31856,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31858,,drop,,Darkmoon Card: Vengeance,inv_misc_ticket_tarot_vengeance,Trinket,,,,,,,yes,,,,,,https://www.wowhead.com/tbc/item=31858,,,51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31859,,drop,,Darkmoon Card: Madness,inv_misc_ticket_tarot_madness,Trinket,,,,,,,yes,,,,,,https://www.wowhead.com/tbc/item=31859,,,51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31920,,drop,,Shaffar's Band of Brutality,inv_jewelry_ring_51naxxramas,Finger,,,,,,,,,,,,,https://www.wowhead.com/tbc/item=31920,,,,,,,,,,,,,,,,,,40,40,,19,20,,,,,,,,,,,
31958,,arena,,Merciless Gladiator's Bonecracker,inv_mace_36,Weapon,,Off Hand,Mace,,,,,,,102,191,1.5,https://www.wowhead.com/tbc/item=31958,,,27,,,,,,,,,,,,,,,30,30,,10,19,,,,,,,,,12,,
31959,,arena,,Merciless Gladiator's Bonegrinder,inv_mace_52,Weapon,,Two Hand,Mace,,,,,,,365,549,3.6,https://www.wowhead.com/tbc/item=31959,42,,55,,,,,,,,,,,,,,,,,,18,42,,,,,,,,,33,,
31965,,arena,,Merciless Gladiator's Cleaver,inv_axe_54,Weapon,,One Hand,Axe,,,,,,,177,330,2.6,https://www.wowhead.com/tbc/item=31965,,,27,,,,,,,,,,,,,,,30,30,,10,19,,,,,,,,,12,,
31966,,arena,,Merciless Gladiator's Decapitator,inv_axe_68,Weapon,,Two Hand,Axe,,,,,,,365,549,3.6,https://www.wowhead.com/tbc/item=31966,,,55,,,,,,,,,,,,,,,84,84,,18,42,,,,,,,,,33,,
31978,,arena,,Merciless Gladiator's Endgame,inv_misc_book_06,Weapon,,Off Hand,Off Hand,,,,,,,,,,https://www.wowhead.com/tbc/item=31978,,,27,19,33,33,,,,,,,,,,,,,,,,,,,,,,,,,27,,
32014,,arena,,Merciless Gladiator's Maul,inv_mace_52,Weapon,,Two Hand,Mace,,,,,,,90,192,2,https://www.wowhead.com/tbc/item=32014,42,,55,,,,,,,,,,,,,,,,,1010,18,42,,,,,,,,,33,,
32025,,arena,,Merciless Gladiator's Painsaw,inv_weapon_halberd15,Weapon,,Two Hand,Polearm,,,,,,,223,335,2.2,https://www.wowhead.com/tbc/item=32025,,,55,,,,,,,,,,,,,,,82,82,,,42,,,,,,,,,42,,
32027,,worn,,Merciless Gladiator's Quickblade,inv_sword_71,Weapon,,Off Hand,Sword,,,,,,,102,191,1.5,https://www.wowhead.com/tbc/item=32027,,,27,,,,,,,,,,,,,,,30,30,,10,19,,,,,,,,,12,,
32028,,arena,,Merciless Gladiator's Right Ripper,inv_weapon_hand_13,Weapon,,Main Hand,Fist,,,,,,,177,330,2.6,https://www.wowhead.com/tbc/item=32028,,,27,,,,,,,,,,,,,,,30,30,,10,19,,,,,,,,,12,,
32044,,arena,,Merciless Gladiator's Shanker,inv_weapon_shortblade_45,Weapon,,One Hand,Dagger,,,,,,,140,211,1.8,https://www.wowhead.com/tbc/item=32044,,,27,,,,,,,,,,,,,,,30,30,,10,19,,,,,,,,,12,,
32045,,arena,,Merciless Gladiator's Shield Wall,inv_shield_31,Weapon,,Off Hand,Shield,,,,,,,,,,https://www.wowhead.com/tbc/item=32045,,,48,,,,,,,,,,,,,,,,,,,,,,,,,152,,,31,5727,
32052,,arena,,Merciless Gladiator's Slicer,inv_sword_71,Weapon,,One Hand,Sword,,,,,,,203,305,2.6,https://www.wowhead.com/tbc/item=32052,,,27,,,,,,,,,,,,,,,30,30,,10,19,,,,,,,,,12,,
32053,,arena,,Merciless Gladiator's Spellblade,inv_weapon_shortblade_26,Weapon,,Main Hand,Dagger,,,,,,,19,113,1.6,https://www.wowhead.com/tbc/item=32053,,,27,18,225,225,,,,,,,15,,,,,,,,,,,,,,,,,,18,,
32055,,arena,,Merciless Gladiator's War Staff,inv_staff_53,Weapon,,Two Hand,Staff,,,,,,,90,192,2,https://www.wowhead.com/tbc/item=32055,,,55,42,225,225,,,,,,,24,42,,,,,,,,,,,,,,,,,29,,
32078,,drop,,Pauldrons of Wild Magic,inv_shoulder_33,Shoulder,Mail,,,,,,,,,,,,https://www.wowhead.com/tbc/item=32078,,,21,28,33,33,,,,,,,,23,,,,,,,,,,,,,,,,,,583,
32080,,drop,,Mantle of Shadowy Embrace,inv_shoulder_25,Shoulder,Leather,,,,,,,,,,,,https://www.wowhead.com/tbc/item=32080,,39,33,,,,,,,,,,,,,,,34,34,,,,,,,,,,,,,262,
32083,,badge,,Faceguard of Determination,inv_helmet_01,Head,Plate,,,,,,,Blue|Meta,stamina=6,,,,https://www.wowhead.com/tbc/item=32083,,,36,,,,,,,,,,,,,,,,,,,,,,,32,24,,24,,,1129,
32086,,badge,,Storm Master's Helmet,inv_helmet_69,Head,Mail,,,,,,,Meta|Blue,spell_crit=4,,,,https://www.wowhead.com/tbc/item=32086,,,24,32,37,37,,,,,,,,24,,,,,,,,,,,,,,,,,,632,
32087,,badge,,Mask of the Deceiver,inv_helmet_73,Head,Leather,,,,,,,Yellow|Meta,agility=4,,,,https://www.wowhead.com/tbc/item=32087,,32,36,,,,,,,,,,,,,,,64,64,,16,,,,,,,,,,,283,
32088,,badge,,Cowl of Beastly Rage,inv_helmet_38,Head,Leather,,,,,,,Yellow|Meta,strength=4,,,,https://www.wowhead.com/tbc/item=32088,29,26,27,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,283,140
32089,,badge,,Mana-Binders Cowl,inv_helmet_30,Head,Cloth,,,,,,,Yellow|Meta,healing_power=5|spell_damage=5,,,,https://www.wowhead.com/tbc/item=32089,,,38,29,34,34,,,,,,,,15,,,,,,,,,,,,,,,,,,151,
32090,,badge,,Cowl of Naaru Blessings,inv_helmet_30,Head,Cloth,,,,,,,Blue|Meta,healing_power=9|spell_damage=3,,,,https://www.wowhead.com/tbc/item=32090,,,28,29,66,22,,,,,,,,,,,23,,,,,,,,,,,,,,,151,
32232,T6,raid_drop,,Eternium Shell Bracers,inv_bracer_14,Wrist,Plate,,,,,,,,,,,,https://www.wowhead.com/tbc/item=32232,,,52,,,,,,,,,,,,,,,,,,,,,,,24,,,26,,,772,
32234,T6,raid_drop,,Fists of Mukoa,inv_gauntlets_59,Hands,Mail,,,,,,,,,,,,https://www.wowhead.com/tbc/item=32234,,25,24,17,,,,,,,,,,,,,,76,76,,,,37,,,,,,,,,617,
32235,T6,raid_drop,,Cursed Vision of Sargeras,inv_misc_bandana_03,Head,Leather,,,,,,yes,Meta|Yellow,stamina=6,,,,https://www.wowhead.com/tbc/item=32235,,39,46,,,,,,,,,,,,,,,108,108,,21,38,,,,,,,,,,385,
32236,T6,raid_drop,,Rising Tide,inv_axe_56,Weapon,,One Hand,Axe,,,,,,,208,313,2.6,https://www.wowhead.com/tbc/item=32236,,,33,,,,,,,,,,,,,,,44,44,,21,,,,,,,,,,,,
32237,T6,raid_drop,,The Maelstrom's Fury,inv_weapon_shortblade_58,Weapon,,Main Hand,Dagger,,,,,,,20,129,1.8,https://www.wowhead.com/tbc/item=32237,,,33,21,236,236,,,,,,,,22,,,,,,,,,,,,,,,,,,,
32238,T6,raid_drop,,Ring of Calming Waves,inv_jewelry_ring_57,Finger,,,,,,,,,,,,,https://www.wowhead.com/tbc/item=32238,,,19,27,64,22,,,,,,,,24,,,,,,,,,,,,,,,,,,,
32239,T6,raid_drop,,Slippers of the Seacaller,inv_boots_cloth_16,Feet,Cloth,,,,,,,Yellow|Blue,healing_power=4|spell_damage=4,,,,https://www.wowhead.com/tbc/item=32239,,,25,18,44,44,,,,,,,,29,,,18,,,,,,,,,,,,,,,162,
32240,T6,raid_drop,,Guise of the Tidal Lurker,inv_helmet_94,Head,Leather,,,,,,,Meta|Red,35=2,,,,https://www.wowhead.com/tbc/item=32240,,,39,35,103,35,,,,,,,,,,,,,,,,,,,,,,,,,,360,
32241,T6,raid_drop,,Helm of Soothing Currents,inv_helmet_97,Head,Mail,,,,,,,Blue|Meta,healing_power=9|spell_damage=3,,,,https://www.wowhead.com/tbc/item=32241,,,40,42,118,37,,,,,,,,,,,,,,,,,,,,,,,,,,803,
32242,T6,raid_drop,,Boots of Oceanic Fury,inv_boots_chain_12,Feet,Mail,,,,,,,,,,,,https://www.wowhead.com/tbc/item=32242,,,28,36,55,55,,,,,,,,26,,,,,,,,,,,,,,,,,,679,
32243,T6,raid_drop,,Pearl Inlaid Boots,inv_boots_chain_08,Feet,Plate,,,,,,,,,,,,https://www.wowhead.com/tbc/item=32243,,,37,27,84,28,,,,,,,,28,,,,,,,,,,,,,,,,,,1213,
32245,T6,raid_drop,,Tide-stomper's Greaves,inv_boots_plate_04,Feet,Plate,,,,,,,Red|Yellow,stamina=4,,,,https://www.wowhead.com/tbc/item=32245,,,56,,30,30,,,,,,,,,,,,,,,,,,,,19,,,29,,,1213,
32247,T6,raid_drop,,Ring of Captured Storms,inv_jewelry_ring_60,Finger,,,,,,,,,,,,,https://www.wowhead.com/tbc/item=32247,,,,,42,42,,,,,,,19,29,,,,,,,,,,,,,,,,,,,
32248,T6,raid_drop,,Halberd of Desolation,inv_weapon_halberd_20,Weapon,,Two Hand,Polearm,,,,,,,365,548,3.5,https://www.wowhead.com/tbc/item=32248,,51,57,,,,,,,,,,,,,,,100,100,,30,,,,,,,,,,,,
32250,T6,raid_drop,,Pauldrons of Abyssal Fury,inv_shoulder_haremmatron_d_01,Shoulder,Plate,,,,,,,,,,,,https://www.wowhead.com/tbc/item=32250,,,72,,,,,,,,,,,,,,,,,,,,,,,28,,,36,,,1324,
32251,T6,raid_drop,,Wraps of Precise Flight,inv_bracer_06,Wrist,Mail,,,,,,,,,,,,https://www.wowhead.com/tbc/item=32251,,18,28,20,,,,,,,,,,,,,,58,58,,,19,,,,,,,,,,432,
32252,T6,raid_drop,,Nether Shadow Tunic,inv_chest_leather_03,Chest,Leather,,,,,,,Red|Yellow|Blue,attack_power=8|ranged_attack_power=8,,,,https://www.wowhead.com/tbc/item=32252,,36,52,,,,,,,,,,,,,,,86,86,,35,,,,,,,,,,,444,
32253,T6,raid_drop,,Legionkiller,inv_weapon_crossbow_20,Ranged,,,,2,,,,,,184,342,2.9,https://www.wowhead.com/tbc/item=32253,,21,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32254,T6,raid_drop,,The Brutalizer,inv_axe_59,Weapon,,One Hand,Axe,,,,,,,128,193,1.6,https://www.wowhead.com/tbc/item=32254,,,33,,,,,,,,,,,,,,,,,,,,,,21,22,,,,,,,
32255,T6,raid_drop,,Felstone Bulwark,inv_shield_38,Weapon,,Off Hand,Shield,,,,,,,,,,https://www.wowhead.com/tbc/item=32255,,,28,21,64,22,,,,,,,,27,,,,,,,,,,,,,,160,,,,5930,
32256,T6,raid_drop,,Waistwrap of Infinity,inv_belt_03,Waist,Cloth,,,,,,,,,,,,https://www.wowhead.com/tbc/item=32256,,,31,22,56,56,,,,,,,,,32,,,,,,,,,,,,,,,,,133,
32257,T6,raid_drop,,Idol of the White Stag,inv_qirajidol_alabaster,Ranged,,,,6,,,yes,,,,,,https://www.wowhead.com/tbc/item=32257,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32258,T6,raid_drop,,Naturalist's Preserving Cinch,inv_belt_22,Waist,Mail,,,,,,,,,,,,https://www.wowhead.com/tbc/item=32258,,,29,30,84,28,,,,,,,,,37,,,,,,,,,,,,,,,,,556,
32259,T6,raid_drop,,Bands of the Coming Storm,inv_bracer_02,Wrist,Mail,,,,,,,,,,,,https://www.wowhead.com/tbc/item=32259,,,28,28,34,34,,,,,,,,21,,,,,,,,,,,,,,,,,,432,
32260,T6,raid_drop,,Choker of Endless Nightmares,inv_jewelry_necklace_35,Neck,,,,,,,,,,,,,https://www.wowhead.com/tbc/item=32260,,,,,,,,,,,,,,,,,,72,72,,21,27,,,,,,,,,,,
32261,T6,raid_drop,,Band of the Abyssal Lord,inv_jewelry_ring_70,Finger,,,,,,,,,,,,,https://www.wowhead.com/tbc/item=32261,,,53,,,,,,,,,,,,,,,,,,21,,,,,27,,,,,,,
32262,T6,raid_drop,,Syphon of the Nathrezim,inv_mace_44,Weapon,,One Hand,Mace,,,,yes,,,196,365,2.8,https://www.wowhead.com/tbc/item=32262,,,,,,,,,,,,,,,,,,50,50,,,,,,,,,,,,,,
32263,T6,raid_drop,,Praetorian's Legguards,inv_pants_plate_07,Legs,Plate,,,,,,,Yellow|Yellow|Red,stamina=6,,,,https://www.wowhead.com/tbc/item=32263,,,75,,,,,,,,,,,,,,,,,,18,,,,,,,,35,43,,1544,
32264,T6,raid_drop,,Shoulders of the Hidden Predator,inv_shoulder_59,Shoulder,Mail,,,,,,,,,,,,https://www.wowhead.com/tbc/item=32264,,38,37,,,,,,,,,,,,,,,76,76,,,26,,,,,,,,,,741,
32265,T6,raid_drop,,Shadow-walker's Cord,inv_belt_26,Waist,Leather,,,,,,,,,,,,https://www.wowhead.com/tbc/item=32265,,27,38,,,,,,,,,,,,,,,76,76,,,,37,,,,,,,,,249,
32266,T6,raid_drop,,Ring of Deceitful Intent,inv_jewelry_ring_68,Finger,,,,,,,,,,,,,https://www.wowhead.com/tbc/item=32266,,21,42,,,,,,,,,,,,,,,58,58,,19,,,,,,,,,,,,
32267,T5,raid_drop,,Boots of the Resilient,inv_boots_plate_06,Feet,Plate,,,,,,,Red|Yellow,stamina=4,,,,https://www.wowhead.com/tbc/item=32267,,,51,,,,,,,,,,,,,,,,,,,,,,,25,25,,,,,1105,
32268,T6,raid_drop,,Myrmidon's Treads,inv_boots_plate_06,Feet,Plate,,,,,,,Yellow|Red,dodge=3,,,,https://www.wowhead.com/tbc/item=32268,,,56,,,,,,,,,,,,,,,,,,17,,,,,30,,,26,,,1213,
32269,T6,raid_drop,,Messenger of Fate,inv_weapon_shortblade_63,Weapon,,One Hand,Dagger,,,,,,,112,169,1.4,https://www.wowhead.com/tbc/item=32269,,22,31,,,,,,,,,,,,,,,44,44,,,,,,,,,,,,,,
32270,T6,raid_drop,,Focused Mana Bindings,inv_bracer_10,Wrist,Cloth,,,,,,,,,,,,https://www.wowhead.com/tbc/item=32270,,,27,20,42,42,,,,,,,19,,,,,,,,,,,,,,,,,,,103,
32271,T6,raid_drop,,Kilt of Immortal Nature,inv_pants_leather_23,Legs,Leather,,,,,,,Blue|Yellow|Blue,healing_power=9|spell_damage=3,,,,https://www.wowhead.com/tbc/item=32271,,,40,42,118,37,,,,,,,,,,,,,,,,,,,,,,,,,,388,
32273,T6,raid_drop,,Amice of Brilliant Light,inv_shoulder_63,Shoulder,Cloth,,,,,,,,,,,,https://www.wowhead.com/tbc/item=32273,,,38,27,84,28,,,,,,,,,,,37,,,,,,,,,,,,,,,177,
32275,T6,raid_drop,,Spiritwalker Gauntlets,inv_gauntlets_61,Hands,Mail,,,,,,,,,,,,https://www.wowhead.com/tbc/item=32275,,,38,27,84,28,,,,,,,,,37,,,,,,,,,,,,,,,,,617,
32276,T6,raid_drop,,Flashfire Girdle,inv_belt_13,Waist,Mail,,,,,,,,,,,,https://www.wowhead.com/tbc/item=32276,,,27,26,44,44,,,,,,,,18,37,,,,,,,,,,,,,,,,,556,
32278,T6,raid_drop,,Grips of Silent Justice,inv_gauntlets_62,Hands,Plate,,,,,,,Red|Red,stamina=4,,,,https://www.wowhead.com/tbc/item=32278,40,,37,,,,,,,,,,,,,,,,,,15,,,175,,,,,,,,1103,
32279,T6,raid_drop,,The Seeker's Wristguards,inv_bracer_17,Wrist,Plate,,,,,,,,,,,,https://www.wowhead.com/tbc/item=32279,,,43,,22,22,,,,,,,,,,,,,,,,,,,,21,28,,,,,772,
32280,T6,raid_drop,,Gauntlets of Enforcement,inv_gauntlets_62,Hands,Plate,,,,,,,,,,,,https://www.wowhead.com/tbc/item=32280,,,70,,,,,,,,,,,,,,,,,,,,,,21,32,,36,,,,1103,
32323,T6,raid_drop,,Shadowmoon Destroyer's Drape,inv_misc_cape_naxxramas_02,Back,Cloth,,,,,,,,,,,,https://www.wowhead.com/tbc/item=32323,,,24,,,,,,,,,,,,,,,72,72,,17,24,,,,,,,,,,118,
32324,T6,raid_drop,,Insidious Bands,inv_bracer_04,Wrist,Leather,,,,,,,Yellow,agility=2,,,,https://www.wowhead.com/tbc/item=32324,,28,28,,,,,,,,,,,,,,,58,58,,12,,,,,,,,,,,194,
32325,T6,raid_drop,,Rifle of the Stoic Guardian,inv_weapon_rifle_21,Ranged,,,,3,,,,,,120,224,1.9,https://www.wowhead.com/tbc/item=32325,,,31,,,,,,,,,,,,,,,,,,,,,,,,,,20,,,,
32326,T6,raid_drop,,Twisted Blades of Zarak,inv_throwingknife_04,Ranged,,,,4,,,,,,101,152,1.4,https://www.wowhead.com/tbc/item=32326,,23,,,,,,,,,,,,,,,,,,,,16,,,,,,,,,,,
32327,T6,raid_drop,,Robe of the Shadow Council,inv_chest_cloth_51,Chest,Cloth,,,,,,,,,,,,https://www.wowhead.com/tbc/item=32327,,,37,36,73,73,,,,,,,,28,,,26,,,,,,,,,,,,,,,236,
32328,T6,raid_drop,,Botanist's Gloves of Growth,inv_gauntlets_24,Hands,Leather,,,,,,,Yellow|Blue,healing_power=7|spell_damage=3,,,,https://www.wowhead.com/tbc/item=32328,,,22,21,84,28,,,,,,,,,37,,,,,,,,,,,,,,,,,277,
32329,T6,raid_drop,,Cowl of Benevolence,inv_helmet_32,Head,Cloth,,,,,,,Meta|Blue,healing_power=9|spell_damage=3,,,,https://www.wowhead.com/tbc/item=32329,,,39,27,118,37,,,,,,,,,,,42,,,,,,,,,,,,,,,192,
32330,T6,raid_drop,,Totem of Ancestral Guidance,spell_nature_giftofthewaterspirit,Ranged,,,,8,,,yes,,,,,,https://www.wowhead.com/tbc/item=32330,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32331,T6,raid_drop,,Cloak of the Illidari Council,inv_misc_cape_20,Back,Cloth,,,,,,,,,,,,https://www.wowhead.com/tbc/item=32331,,,24,16,42,42,,,,,,,,25,,,,,,,,,,,,,,,,,,118,
32332,T6,raid_drop,,Torch of the Damned,inv_mace_49,Weapon,,Two Hand,Mace,,,,,,,396,595,3.8,https://www.wowhead.com/tbc/item=32332,51,,45,,,,,,,,,,,,,,,,,,,38,50,,,,,,,,,,
32333,T6,raid_drop,,Girdle of Stability,inv_belt_33,Waist,Plate,,,,,,,Red|Yellow,stamina=4,,,,https://www.wowhead.com/tbc/item=32333,,,56,,,,,,,,,,,,,,,,,,,,,,,19,,56,18,,,993,
32334,T6,raid_drop,,Vest of Mounting Assault,inv_chest_samurai,Chest,Mail,,,,,,,,,,,,https://www.wowhead.com/tbc/item=32334,,58,27,18,,,,,,,,,,,,,,116,116,,,,,,,,,,,,,988,
32335,T6,raid_drop,,Unstoppable Aggressor's Ring,inv_jewelry_ring_71,Finger,,,,,,,,,,,,,https://www.wowhead.com/tbc/item=32335,36,,28,,,,,,,,,,,,,,,,,,,30,,,,,,,,,,,
32336,T6,raid_drop,,Black Bow of the Betrayer,inv_weapon_bow_31,Ranged,,,,1,,,yes,,,201,374,3,https://www.wowhead.com/tbc/item=32336,,,,,,,,,,,,,,,,,,26,26,,,,,,,,,,,,,,
32337,T6,raid_drop,,Shroud of Forgiveness,inv_misc_cape_13,Back,Cloth,,,,,,,,,,,,https://www.wowhead.com/tbc/item=32337,,,27,19,79,27,,,,,,,,,,,20,,,,,,,,,,,,,,,118,
32338,T6,raid_drop,,Blood-cursed Shoulderpads,inv_shoulder_02,Shoulder,Cloth,,,,,,,,,,,,https://www.wowhead.com/tbc/item=32338,,,25,19,55,55,,,,,,,18,25,,,,,,,,,,,,,,,,,,177,
32339,T6,raid_drop,,Belt of Primal Majesty,inv_belt_24,Waist,Leather,,,,,,,,,,,,https://www.wowhead.com/tbc/item=32339,,,34,29,84,28,,,,,,,,,37,,,,,,,,,,,,,,,,,249,
32340,T6,raid_drop,,Garments of Temperance,inv_chest_cloth_35,Chest,Cloth,,,,,,,,,,,,https://www.wowhead.com/tbc/item=32340,,,51,34,118,37,,,,,,,,,,,,,,,,,,,,,,,,,,236,
32341,T6,raid_drop,,Leggings of Divine Retribution,inv_pants_plate_20,Legs,Plate,,,,,,,,,,,,https://www.wowhead.com/tbc/item=32341,51,,51,,,,,,,,,,,,,,,,,,,35,,350,,,,,,,,1544,
32342,T6,raid_drop,,Girdle of Mighty Resolve,inv_belt_27,Waist,Plate,,,,,,,Yellow|Blue,dodge=3,,,,https://www.wowhead.com/tbc/item=32342,,,56,,30,30,,,,,,,,,,,,,,,,,,,,26,25,38,,,,993,
32343,T6,raid_drop,,Wand of Prismatic Focus,inv_wand_16,Ranged,,,,5,,,,,,193,360,1.5,https://www.wowhead.com/tbc/item=32343,,,21,,25,25,,,,,,,13,,,,,,,,,,,,,,,,,,,,
32344,T6,raid_drop,,Staff of Immaculate Recovery,inv_staff_61,Weapon,,Two Hand,Staff,,,,,,,145,312,3.2,https://www.wowhead.com/tbc/item=32344,,,73,51,443,148,,,,,,,,,,,35,,,,,,,,,,,,,,,,
32345,T6,raid_drop,,Dreadboots of the Legion,inv_boots_plate_02,Feet,Plate,,,,,,,Yellow|Yellow,strength=3,,,,https://www.wowhead.com/tbc/item=32345,38,,40,,,,,,,,,,,,,,,,,,18,30,,,,,,,,,,1213,
32346,T6,raid_drop,,Boneweave Girdle,inv_belt_14,Waist,Mail,,,,,,,,,,,,https://www.wowhead.com/tbc/item=32346,,38,,26,,,,,,,,,,,,,,76,76,,17,24,,,,,,,,,,556,
32347,T6,raid_drop,,Grips of Damnation,inv_gauntlets_65,Hands,Leather,,,,,,,,,,,,https://www.wowhead.com/tbc/item=32347,,27,38,,,,,,,,,,,,,,,76,76,,,,37,,,,,,,,,277,
32348,T6,raid_drop,,Soul Cleaver,inv_axe_60,Weapon,,Two Hand,Axe,,,,,,,386,579,3.7,https://www.wowhead.com/tbc/item=32348,65,,63,,,,,,,,,,,,,,,,,,,,,315,,,,,,,,,
32349,T6,raid_drop,,Translucent Spellthread Necklace,inv_jewelry_necklace_30,Neck,,,,,,,,,,,,,https://www.wowhead.com/tbc/item=32349,,,,,46,46,,,,,,,15,24,,,,,,,,,,,,,,,,,,,
32350,T6,raid_drop,,Touch of Inspiration,inv_misc_gem_ebondraenite_02,Weapon,,Off Hand,Off Hand,,,,,,,,,,https://www.wowhead.com/tbc/item=32350,,,24,21,64,22,,,,,,,,,,,,,,,,,,,,,,,,,,,
32351,T6,raid_drop,,Elunite Empowered Bracers,inv_bracer_09,Wrist,Leather,,,,,,,,,,,,https://www.wowhead.com/tbc/item=32351,,,27,22,34,34,,,,,,,19,,,,,,,,,,,,,,,,,,,194,
32352,T6,raid_drop,,Naturewarden's Treads,inv_boots_08,Feet,Leather,,,,,,,Yellow|Blue,healing_power=4|spell_damage=4,,,,https://www.wowhead.com/tbc/item=32352,,,39,18,44,44,,,,,,,,26,,,,,,,,,,,,,,,,,,305,
32353,T6,raid_drop,,Gloves of Unfailing Faith,inv_gauntlets_63,Hands,Cloth,,,,,,,Red|Blue,35=1,,,,https://www.wowhead.com/tbc/item=32353,,,25,33,75,25,,,,,,,,,,,,,,,,,,,,,,,,,,148,
32354,T6,raid_drop,,Crown of Empowered Fate,inv_helmet_96,Head,Plate,,,,,,,Meta|Blue,spell_crit=4,,,,https://www.wowhead.com/tbc/item=32354,,,39,27,118,37,,,,,,,,42,,,,,,,,,,,,,,,,,,1434,
32361,T6,raid_drop,,Blind-Seers Icon,inv_misc_orb_05,Weapon,,Off Hand,Off Hand,,,,,,,,,,https://www.wowhead.com/tbc/item=32361,,,25,16,42,42,,,,,,,24,,,,,,,,,,,,,,,,,,,,
32362,T6,raid_drop,,Pendant of Titans,inv_jewelry_amulet_03,Neck,,,,,,,,,,,,,https://www.wowhead.com/tbc/item=32362,,,43,,,,,,,,,,,,,,,,,,20,,,,,21,,,25,,,,
32363,T6,raid_drop,,Naaru-Blessed Life Rod,inv_wand_15,Ranged,,,,5,,,,,,193,360,1.5,https://www.wowhead.com/tbc/item=32363,,,12,12,37,13,,,,,,,,,,,16,,,,,,,,,,,,,,,,
32365,T6,raid_drop,,Heartshatter Breastplate,inv_chest_plate08,Chest,Plate,,,,,,,,,,,,https://www.wowhead.com/tbc/item=32365,63,,45,,,,,,,,,,,,,,,,,,30,44,,,,,,,,,,1765,
32366,T6,raid_drop,,Shadowmaster's Boots,inv_boots_cloth_02,Feet,Leather,,,,,,,Red|Yellow,melee_crit=3,,,,https://www.wowhead.com/tbc/item=32366,,30,38,,,,,,,,,,,,,,,76,76,,,17,,,,,,,,,,305,
32367,T6,raid_drop,,Leggings of Devastation,inv_pants_cloth_15,Legs,Cloth,,,,,,,Yellow|Yellow|Blue,healing_power=5|spell_damage=5,,,,https://www.wowhead.com/tbc/item=32367,,,40,42,60,60,,,,,,,26,,,,,,,,,,,,,,,,,,,207,
